1, 3, 2, 5, 6, 0, 8, 7, 4, NORTH
1, 3, 0, 5, 6, 2, 8, 7, 4, WEST
1, 0, 3, 5, 6, 2, 8, 7, 4, SOUTH
1, 6, 3, 5, 0, 2, 8, 7, 4, EAST
1, 6, 3, 5, 2, 0, 8, 7, 4, NORTH
1, 6, 0, 5, 2, 3, 8, 7, 4, EAST
1, 6, 0, 5, 2, 3, 8, 7, 4, SOUTH
1, 6, 3, 5, 2, 0, 8, 7, 4, EAST
1, 6, 3, 5, 2, 0, 8, 7, 4, NORTH
1, 6, 0, 5, 2, 3, 8, 7, 4, WEST
1, 0, 6, 5, 2, 3, 8, 7, 4, SOUTH
1, 2, 6, 5, 0, 3, 8, 7, 4, EAST
1, 2, 6, 5, 3, 0, 8, 7, 4, WEST
1, 2, 6, 5, 0, 3, 8, 7, 4, NORTH
1, 0, 6, 5, 2, 3, 8, 7, 4, SOUTH
1, 2, 6, 5, 0, 3, 8, 7, 4, NORTH
1, 0, 6, 5, 2, 3, 8, 7, 4, NORTH
1, 0, 6, 5, 2, 3, 8, 7, 4, WEST
0, 1, 6, 5, 2, 3, 8, 7, 4, EAST
1, 0, 6, 5, 2, 3, 8, 7, 4, EAST
1, 6, 0, 5, 2, 3, 8, 7, 4, SOUTH
1, 6, 3, 5, 2, 0, 8, 7, 4, WEST
1, 6, 3, 5, 0, 2, 8, 7, 4, NORTH
1, 0, 3, 5, 6, 2, 8, 7, 4, EAST
1, 3, 0, 5, 6, 2, 8, 7, 4, WEST
1, 0, 3, 5, 6, 2, 8, 7, 4, SOUTH
1, 6, 3, 5, 0, 2, 8, 7, 4, SOUTH
1, 6, 3, 5, 7, 2, 8, 0, 4, EAST
1, 6, 3, 5, 7, 2, 8, 4, 0, NORTH
1, 6, 3, 5, 7, 0, 8, 4, 2, WEST
1, 6, 3, 5, 0, 7, 8, 4, 2, SOUTH
1, 6, 3, 5, 4, 7, 8, 0, 2, EAST
1, 6, 3, 5, 4, 7, 8, 2, 0, NORTH
1, 6, 3, 5, 4, 0, 8, 2, 7, EAST
1, 6, 3, 5, 4, 0, 8, 2, 7, NORTH
1, 6, 0, 5, 4, 3, 8, 2, 7, WEST
1, 0, 6, 5, 4, 3, 8, 2, 7, SOUTH
1, 4, 6, 5, 0, 3, 8, 2, 7, EAST
1, 4, 6, 5, 3, 0, 8, 2, 7, WEST
1, 4, 6, 5, 0, 3, 8, 2, 7, SOUTH
1, 4, 6, 5, 2, 3, 8, 0, 7, EAST
1, 4, 6, 5, 2, 3, 8, 7, 0, SOUTH
1, 4, 6, 5, 2, 0, 8, 7, 3, NORTH
1, 4, 0, 5, 2, 6, 8, 7, 3, WEST
1, 0, 4, 5, 2, 6, 8, 7, 3, SOUTH
1, 2, 4, 5, 0, 6, 8, 7, 3, EAST
1, 2, 4, 5, 6, 0, 8, 7, 3, SOUTH
1, 2, 4, 5, 6, 3, 8, 7, 0, WEST
1, 2, 4, 5, 6, 3, 8, 0, 7, NORTH
1, 2, 4, 5, 0, 3, 8, 6, 7, EAST
1, 2, 4, 5, 3, 0, 8, 6, 7, NORTH
1, 2, 0, 5, 3, 4, 8, 6, 7, WEST
1, 0, 2, 5, 3, 4, 8, 6, 7, SOUTH
1, 3, 2, 5, 0, 4, 8, 6, 7, EAST
1, 3, 2, 5, 4, 0, 8, 6, 7, NORTH
1, 3, 0, 5, 4, 2, 8, 6, 7, EAST
1, 3, 0, 5, 4, 2, 8, 6, 7, WEST
1, 0, 3, 5, 4, 2, 8, 6, 7, SOUTH
1, 4, 3, 5, 0, 2, 8, 6, 7, EAST
1, 4, 3, 5, 2, 0, 8, 6, 7, SOUTH
1, 4, 3, 5, 2, 7, 8, 6, 0, WEST
1, 4, 3, 5, 2, 7, 8, 0, 6, WEST
1, 4, 3, 5, 2, 7, 0, 8, 6, NORTH
1, 4, 3, 0, 2, 7, 5, 8, 6, EAST
1, 4, 3, 2, 0, 7, 5, 8, 6, SOUTH
1, 4, 3, 2, 8, 7, 5, 0, 6, EAST
1, 4, 3, 2, 8, 7, 5, 6, 0, NORTH
1, 4, 3, 2, 8, 0, 5, 6, 7, WEST
1, 4, 3, 2, 0, 8, 5, 6, 7, SOUTH
1, 4, 3, 2, 6, 8, 5, 0, 7, NORTH
1, 4, 3, 2, 0, 8, 5, 6, 7, NORTH
1, 0, 3, 2, 4, 8, 5, 6, 7, EAST
1, 3, 0, 2, 4, 8, 5, 6, 7, SOUTH
1, 3, 8, 2, 4, 0, 5, 6, 7, WEST
1, 3, 8, 2, 0, 4, 5, 6, 7, WEST
1, 3, 8, 0, 2, 4, 5, 6, 7, NORTH
0, 3, 8, 1, 2, 4, 5, 6, 7, SOUTH
1, 3, 8, 0, 2, 4, 5, 6, 7, SOUTH
1, 3, 8, 5, 2, 4, 0, 6, 7, EAST
1, 3, 8, 5, 2, 4, 6, 0, 7, WEST
